"","match","int_corr","race_dif","age_dif","field_cd_dif","undergrd_dif","imprace_dif","imprelig_dif","from_dif","goal_dif","date_dif","go_out_dif","career_c_dif","sports_dif","tvsports_dif","exercise_dif","dining_dif","museums_dif","art_dif","hiking_dif","gaming_dif","clubbing_dif","reading_dif","tv_dif","theater_dif","movies_dif","concerts_dif","music_dif","shopping_dif","yoga_dif","exphappy_dif","attr1_1_dif","sinc1_1_dif","intel1_1_dif","fun1_1_dif","amb1_1_dif","shar1_1_dif","attr2_1_dif","sinc2_1_dif","intel2_1_dif","fun2_1_dif","amb2_1_dif","shar2_1_dif","attr3_1_dif","sinc3_1_dif","intel3_1_dif","fun3_1_dif","amb3_1_dif","id_1","id_2"
"1178",0,0.49,1,7,1,0,2,3,1,1,0,1,1,1,3,6,4,3,6,1,0,3,2,4,5,2,6,1,2,7,1,5.05,1.05,3.05,1.05,8.48,1.71,3.65,4.48,4.48,0.699999999999999,6.39,0.41,1,1,0,3,4,156,158
"1179",0,0.4,1,2,1,0,6,1,1,1,0,1,1,4,0,4,1,1,2,2,3,4,2,3,3,1,2,1,0,6,0,1.91,2.45,4.45,2.45,6.64,4.64,4.06,3.43,3.43,2.2,0.279999999999999,0.309999999999999,3,1,0,2,3,156,159
"1180",1,-0.03,0,1,0,0,2,3,1,0,1,1,1,6,1,0,4,4,6,5,3,1,4,7,3,1,4,1,4,6,0,2,0,2,0,4,0,4.58,5.32,1.24,2.54,3.28,2.69,0,2,1,1,1,156,160
"1181",0,-0.16,1,8,1,0,5,1,1,0,2,1,1,6,2,1,2,3,4,1,0,0,1,2,4,2,4,1,1,6,1,2.67,0.75,2.75,0.75,0.75,7.67,4.32,3.09,3.09,2.51,3.09,2.43,0,3,0,1,3,156,161
"1182",0,0.45,1,3,1,0,0,0,1,0,0,1,1,0,4,7,2,3,3,2,5,1,5,6,7,1,0,0,0,5,2,1.22,2.78,3.57,0.609999999999999,4.96,3.57,5.83,4.48,4.48,1.48,2.3,3.94,1,2,0,3,2,156,162
"1183",1,0.21,1,4,1,0,0,0,1,1,3,0,1,3,5,8,6,2,2,4,6,8,2,9,4,4,6,4,5,7,4,2,2,4,2,2,4,4.58,0.800000000000001,0.800000000000001,4.94,0.800000000000001,2.07,1,2,0,2,3,156,163
"1184",0,0.08,1,3,1,0,0,0,1,1,0,1,1,4,2,5,4,3,3,1,6,6,3,8,5,4,6,4,5,6,1,6.51,5.08,4.51,0.0500000000000007,15.44,0.619999999999999,3.01,0.540000000000001,0.540000000000001,3.24,0.540000000000001,1.35,1,1,0,4,6,156,164
"1185",0,0.65,1,0,1,0,3,6,1,1,0,0,1,0,6,4,4,3,3,6,6,8,0,2,2,2,5,5,5,6,0,2.67,5.5,4.83,0.75,5.5,2.75,9.78,5.36,3.09,1.58,1.45,1.2,0,4,0,3,8,156,165
"1186",0,0.28,1,4,0,0,0,8,1,1,1,1,0,2,2,1,6,6,8,3,6,6,1,9,5,2,3,0,6,1,0,13.78,1.44,3.44,9.78,15.22,13.22,2.87,0.130000000000001,0.130000000000001,3.65,2.3,1.76,1,3,2,3,3,156,166
"1187",0,-0.05,1,7,1,0,0,0,1,0,0,1,1,6,2,2,4,2,2,1,5,4,4,5,4,2,4,3,4,6,3,4.6,4.05,2.6,1.72,1.72,0.280000000000001,5.23,3.09,5.36,5.23,0.82,1.2,2,3,2,3,5,156,167
"1188",0,-0.01,1,7,1,0,0,0,1,1,2,1,1,2,2,7,5,5,5,3,4,6,5,7,5,5,5,7,4,5,1,2.89,0.219999999999999,1.78,0.219999999999999,0.219999999999999,1.78,2.2,1.58,1.58,2.2,1.58,0.309999999999999,3,5,4,5,5,156,168
"1189",0,-0.05,1,2,1,0,1,2,1,0,0,1,1,7,0,2,1,1,3,1,6,3,6,8,3,4,2,2,3,4,0,3.78,2,1.78,2.44,2.44,2.67,1.13,0.470000000000001,2.69,1.09,0.470000000000001,3.65,1,1,1,3,3,156,169
"1190",0,0.75,1,2,1,0,1,0,1,1,1,0,1,1,6,2,2,2,2,3,4,8,1,2,3,2,4,2,3,3,0,2.28,2.93,2.6,0.600000000000001,4.05,4.37,1.09,0.470000000000001,0.470000000000001,1.09,4.91,3.65,1,2,0,4,2,156,170
"1191",0,0.19,1,1,0,0,0,0,1,1,2,1,0,5,5,2,2,5,5,3,5,1,1,4,4,1,6,1,0,7,2,5.57,7.13,3.57,1.57,1.57,5.13,3.65,0.130000000000001,4.48,0.699999999999999,4.48,6.11,2,0,1,0,0,156,171
"1192",1,-0.08,1,3,0,0,4,6,1,1,3,2,0,4,1,3,2,6,5,3,1,1,3,6,4,2,2,3,1,5,1,3.78,0.219999999999999,6.22,2,2.44,9.33,1.48,2.3,4.48,1.48,2.3,6.11,3,4,1,1,1,156,172
"1193",1,-0.15,1,8,1,0,4,6,1,1,2,2,1,7,1,1,4,5,4,1,3,1,3,6,5,4,1,0,4,2,3,4.37,0.370000000000001,4.41,2.41,1.67,9.88,4.29,3.66,3.66,1.96,1.58,6.56,1,1,0,1,1,156,173
"1194",0,-0.14,1,5,1,0,2,1,1,1,0,1,1,6,3,4,2,1,2,2,5,3,1,2,1,1,1,3,1,2,3,4.76,2.72,2.72,0.68,8.85,2.04,8.04,3.29,5.62,3.29,5.25,1.11,0,1,1,2,3,157,158
"1195",0,0.12,1,0,1,0,2,1,1,0,0,1,1,1,0,2,1,3,2,3,2,4,1,3,1,2,3,3,1,1,2,1.62,4.12,4.12,2.08,7.01,4.97,8.45,2.24,4.57,0.390000000000001,0.860000000000001,0.390000000000001,2,1,1,1,2,157,159
"1196",0,0.42,1,1,0,0,2,1,1,1,1,1,1,1,1,2,2,0,2,6,2,1,1,1,1,2,1,3,3,1,2,1.71,1.67,1.67,0.370000000000001,4.37,0.329999999999998,8.97,4.13,2.38,0.0499999999999972,4.42,1.99,1,0,0,0,0,157,160
"1197",0,0.42,1,6,1,0,1,1,1,1,2,1,1,1,2,1,0,1,0,2,5,0,2,4,0,1,1,3,0,1,3,2.38,2.42,2.42,0.379999999999999,0.379999999999999,8,8.71,1.9,4.23,0.0799999999999983,4.23,1.73,1,1,1,0,2,157,161
"1198",0,0.18,0,1,1,0,4,2,1,1,0,1,1,5,4,5,0,1,1,3,0,1,2,0,3,2,5,4,1,0,0,0.930000000000001,1.11,3.24,0.98,5.33,3.24,10.22,3.29,5.62,1.11,3.44,3.24,0,0,1,2,1,157,162
"1199",0,0.15,1,2,1,0,4,2,1,1,3,2,1,2,5,6,4,2,2,5,1,8,1,3,0,1,1,0,4,2,2,2.29,3.67,3.67,1.63,2.37,4.33,8.97,1.99,0.34,7.53,0.34,2.77,0,0,1,1,2,157,163
"1200",0,0.57,1,1,1,0,4,2,1,0,0,1,1,1,2,3,2,1,1,2,1,6,0,2,1,1,1,0,4,1,1,6.22,6.75,4.18,0.420000000000002,15.81,0.949999999999998,1.38,0.65,1.68,0.65,1.68,0.65,0,1,1,3,5,157,164
"1201",0,-0.09,1,2,1,0,1,4,1,1,0,2,1,5,6,2,2,1,1,7,1,8,3,4,2,1,0,1,4,1,2,2.38,3.83,4.5,0.379999999999999,5.87,2.42,14.17,4.17,4.23,4.17,0.309999999999999,1.9,1,2,1,2,7,157,165
"1202",0,0.36,1,2,0,0,4,6,1,1,1,1,0,3,2,1,4,2,4,4,1,6,2,3,1,1,2,4,5,4,2,13.49,3.11,3.11,9.41,15.59,13.55,1.52,1.06,1.27,1.06,3.44,1.06,0,1,1,2,2,157,166
"1203",0,0.6,1,5,1,0,4,2,1,1,0,1,1,1,2,0,2,2,2,0,0,4,1,1,0,1,1,1,3,1,1,4.31,2.38,2.27,2.09,2.09,0.0499999999999972,9.62,1.9,6.5,2.64,1.96,1.9,1,1,1,2,4,157,167
"1204",0,0.29,0,5,1,0,4,2,1,0,2,1,1,3,2,5,3,1,1,4,1,6,2,1,1,2,0,3,3,0,1,3.18,1.45,1.45,0.59,0.59,1.45,6.59,0.390000000000001,2.72,0.390000000000001,2.72,0.390000000000001,2,3,3,4,4,157,168
"1205",1,0.61,1,0,1,0,3,0,1,1,0,1,1,2,0,0,1,3,1,2,1,3,3,2,1,1,3,2,2,1,2,3.49,3.67,1.45,2.81,2.81,3,3.26,0.720000000000001,3.83,1.5,1.61,2.95,0,1,0,2,2,157,169
"1206",0,-0.12,0,0,1,0,3,2,1,0,1,2,1,6,6,0,0,2,2,4,1,8,2,4,1,1,1,2,2,2,2,1.99,4.6,2.27,0.23,4.42,4.7,5.48,0.720000000000001,1.61,1.5,6.05,2.95,0,0,1,3,1,157,170
"1207",0,0.51,1,1,0,0,4,2,1,0,2,1,0,0,5,0,0,1,1,4,0,1,2,2,0,2,1,3,1,2,4,5.28,5.46,3.24,1.2,1.2,5.46,8.04,1.06,5.62,3.29,5.62,5.41,3,2,2,1,1,157,171
"1208",0,0.36,1,1,0,0,0,4,1,0,3,0,0,1,1,1,0,2,1,4,4,1,0,0,0,1,3,1,0,0,1,3.49,1.45,5.89,1.63,2.81,9.66,5.87,1.11,5.62,1.11,3.44,5.41,2,2,0,0,0,157,172
"1209",0,0.49,1,6,1,0,0,4,1,0,2,0,1,2,1,1,2,1,0,2,2,1,0,0,1,1,4,4,3,3,1,4.08,2.04,4.08,2.04,2.04,10.21,8.68,2.47,4.8,4.55,2.72,5.86,0,1,1,0,0,157,173
"1210",1,0.34,1,5,0,0,0,0,1,1,1,1,0,0,2,2,2,0,1,4,1,2,0,1,3,3,4,3,4,3,4,7.15,7.14,0,0,0,0,0.399999999999999,0.399999999999999,2.04,2.84,4.47,2.84,3,0,1,1,1,174,184
"1211",0,0.48,0,4,1,0,2,3,1,1,2,1,1,3,3,2,2,0,1,2,3,2,1,5,3,4,1,0,3,4,1,7.46,8.72,0.309999999999999,0.309999999999999,2.2,1.58,0.710000000000001,1.11,0.0800000000000001,1.33,5.98,4.96,1,0,0,1,2,174,185
"1212",0,0.35,0,5,1,0,3,2,1,1,2,0,1,0,3,2,3,3,5,2,3,5,2,3,2,2,1,1,0,2,2,9.92,4.37,5.55,0,5.56,5.56,1.28,3.91,6.42,1.09,8.85,8.98,5,2,1,4,0,174,186
"1213",1,0.71,1,3,0,0,9,4,1,1,1,2,0,2,1,4,1,2,2,3,2,5,2,1,2,3,1,1,5,4,1,7.46,6.83,2.2,0.309999999999999,3.46,0.309999999999999,1.98,1.8,0.459999999999999,0.640000000000001,6.67,6.3,1,1,2,1,1,174,187
"1214",0,0.51,1,8,1,0,0,0,1,1,2,2,1,3,3,1,4,0,0,1,3,1,1,1,1,0,4,2,1,2,1,6.04,12.7,5.55,1.11,3.33,1.11,2.78,2.78,4.42,0.460000000000001,6.85,5.22,2,5,2,1,4,174,188
"1215",0,0.22,1,2,1,0,5,0,1,1,1,1,1,3,3,2,1,1,1,3,3,1,1,1,1,4,2,1,2,2,0,7.46,6.83,0.309999999999999,0.309999999999999,0.309999999999999,1.58,0.0899999999999999,0.0899999999999999,2.35,2.53,4.78,4.42,1,2,0,0,3,174,189
"1216",0,0.21,1,4,1,0,0,0,1,1,2,0,1,2,3,2,3,6,6,2,1,3,0,2,2,2,0,1,3,4,3,6.04,3.81,3.33,3.33,3.34,5.56,4.3,2.08,4.52,0.360000000000003,2.69,4.62,2,3,1,1,1,174,190
"1217",0,0.32,1,1,0,0,5,0,1,1,1,1,0,3,3,1,2,2,2,2,3,2,1,1,2,3,5,2,5,2,1,10.93,3.36,3.78,1.51,1.51,14.4,7.98,3.38,3.55,3.6,8.25,3.6,2,3,1,2,2,174,191
"1218",0,-0.03,1,5,0,0,1,6,1,1,1,1,0,2,1,1,1,5,6,2,4,1,1,2,3,1,2,1,2,0,1,10.05,4.24,1.45,0.719999999999999,1.45,3.63,3.07,0.93,0.630000000000001,0.489999999999998,5.8,3.51,2,0,1,1,4,174,192
"1219",0,0.37,0,4,1,0,1,1,1,1,1,1,1,3,6,1,3,1,0,3,3,2,2,6,4,5,0,0,3,0,1,11.41,7.53,6.59,0.390000000000001,5.04,5.04,9.25,3.91,1.47,6.81,0.960000000000001,11.62,2,1,2,3,1,174,193
"1220",0,0.41,1,11,1,0,4,7,1,0,1,1,0,3,0,2,0,1,0,5,0,2,2,2,3,3,1,3,3,5,2,4.43,3.74,0.340000000000003,2.38,3.74,0.340000000000003,5.55,5.56,3.34,3.33,1.11,1.11,1,0,1,1,4,175,184
"1221",0,0.56,1,2,1,0,2,4,1,1,4,3,1,0,5,2,0,1,2,3,4,2,3,4,3,4,2,0,4,6,1,4.74,5.32,0.650000000000002,2.69,1.54,1.24,5.86,7.07,1.22,1.82,0.399999999999999,1.01,3,0,0,1,1,175,185
"1222",0,0.48,1,1,1,0,1,5,1,1,4,2,1,3,1,2,1,2,4,3,2,5,0,2,2,2,2,1,1,0,0,7.2,0.969999999999999,5.89,2.38,9.3,5.22,6.43,2.05,7.72,1.58,3.27,5.03,3,2,1,4,3,175,186
"1223",0,0.45,1,3,1,0,5,3,1,0,1,0,0,5,3,4,3,3,3,2,1,5,4,0,2,3,4,1,4,2,1,4.74,3.43,2.54,2.69,7.2,0.650000000000002,7.13,7.76,1.76,1.13,1.09,2.35,1,1,2,1,2,175,187
"1224",1,0.43,1,2,1,0,4,7,1,0,0,0,1,6,1,1,2,1,1,2,4,1,1,2,1,0,1,2,2,0,1,3.32,9.3,5.89,1.27,0.41,0.769999999999998,7.93,3.18,5.72,0.949999999999999,1.27,1.27,0,5,2,1,1,175,188
"1225",0,0.1,0,4,1,0,1,7,1,1,3,1,1,0,5,2,3,0,0,4,4,1,3,0,1,4,1,1,1,4,2,4.74,3.43,0.650000000000002,2.69,3.43,1.24,5.24,5.87,3.65,3.02,0.800000000000001,0.470000000000001,1,2,0,0,0,175,189
"1226",1,0.05,1,2,0,0,4,7,1,0,4,2,1,1,5,2,5,5,5,3,2,3,2,3,2,2,3,1,2,2,1,3.32,0.41,3.67,5.71,7.08,5.22,9.45,8.04,5.82,0.850000000000001,2.89,0.67,0,3,1,1,2,175,190
"1227",0,0.65,1,5,1,0,1,7,1,1,1,1,0,0,1,1,0,1,1,3,2,2,1,2,2,3,2,2,4,4,3,8.21,0.0399999999999991,4.12,3.89,2.23,14.06,13.13,9.34,4.85,4.09,2.67,0.35,0,3,1,2,1,175,191
"1228",0,0.05,1,1,1,0,3,1,1,1,3,1,0,1,3,1,1,4,5,3,5,1,3,1,3,1,1,1,1,2,3,7.33,0.84,1.11,3.1,5.19,3.29,8.22,6.89,0.67,0,0.219999999999999,0.44,0,0,1,1,1,175,192
"1229",1,0.39,1,2,1,0,3,6,1,1,3,1,1,0,8,1,1,2,1,2,2,2,4,5,4,5,3,0,4,2,3,8.69,4.13,6.93,1.99,8.78,4.7,4.1,2.05,0.17,6.32,4.62,7.67,0,1,2,3,2,175,193
"1230",1,0.48,1,6,0,0,9,0,1,0,2,1,0,2,4,1,2,2,2,1,1,4,3,2,1,0,3,2,4,5,2,3.63,5.07,2.9,0.719999999999999,1.45,3.63,2.08,2.08,0,2.08,4.17,2.09,0,1,1,0,1,176,184
"1231",0,0.16,0,3,1,0,7,3,1,1,1,1,1,1,1,3,2,2,0,1,3,4,4,4,1,1,0,1,3,6,1,3.94,6.65,2.59,0.41,3.65,2.05,2.39,0.57,2.12,0.57,5.68,0.0299999999999994,4,1,0,0,2,176,185
"1232",1,0.5,0,4,1,0,6,2,1,1,1,0,1,2,5,1,1,5,6,1,3,3,1,2,4,1,0,0,0,0,0,6.4,2.3,2.65,0.719999999999999,4.11,1.93,2.96,5.59,4.38,0.329999999999998,8.55,4.05,2,1,1,3,0,176,186
"1233",0,0.44,1,2,0,0,0,4,1,0,2,2,0,4,1,5,5,0,1,6,2,3,5,0,0,0,2,2,5,2,1,3.94,4.76,0.699999999999999,0.41,2.01,3.94,3.66,0.120000000000001,1.58,0.120000000000001,6.37,1.37,2,0,2,0,1,176,187
"1234",0,0.43,1,7,1,0,9,0,1,0,3,2,1,5,5,0,0,2,1,2,3,1,2,2,3,3,3,1,1,0,1,2.52,10.63,2.65,1.83,4.78,2.52,4.46,4.46,2.38,0.300000000000001,6.55,0.290000000000001,1,4,2,0,4,176,188
"1235",0,-0.05,1,1,1,0,4,0,1,1,0,1,1,1,1,3,5,3,2,0,3,3,4,0,1,1,1,0,2,4,2,3.94,4.76,2.59,0.41,1.76,2.05,1.77,1.77,0.309999999999999,1.77,4.48,0.51,2,1,0,1,3,176,189
"1236",0,-0.34,1,3,1,0,9,0,1,0,1,0,1,0,1,3,7,8,7,1,1,5,3,3,4,1,1,2,3,2,1,2.52,1.74,0.43,2.61,1.89,1.93,5.98,0.399999999999999,2.48,0.399999999999999,2.39,0.31,1,2,1,0,1,176,190
"1237",1,0.32,1,0,0,0,4,0,1,1,2,1,0,1,5,2,2,4,3,1,3,4,2,2,4,0,4,1,5,4,3,7.41,1.29,0.879999999999999,0.789999999999999,2.96,10.77,9.66,1.7,1.51,2.84,7.95,1.33,1,2,1,1,2,176,191
"1238",0,-0.47,1,4,0,0,8,6,1,1,0,1,0,0,1,2,3,7,7,1,4,3,4,1,5,2,1,0,2,2,3,6.53,2.17,4.35,0,0,0,4.75,0.75,2.67,1.25,5.5,1.42,1,1,1,2,4,176,192
"1239",0,0.4,0,3,1,0,8,1,1,1,0,1,1,1,4,2,1,1,1,6,3,0,5,5,2,2,1,1,3,2,3,7.89,5.46,3.69,1.11,3.59,1.41,7.57,5.59,3.51,7.57,0.66,6.69,1,0,2,2,1,176,193
"1240",0,0.07,0,12,1,0,7,2,1,0,1,0,0,0,7,2,0,2,3,6,0,1,1,4,3,1,2,2,3,7,3,1.58,0.309999999999999,0.309999999999999,0.309999999999999,2.2,1.58,8.33,1.67,1.67,0.829999999999998,4.17,1.67,3,1,0,1,4,177,184
"1241",0,0.31,1,3,1,0,5,1,1,1,2,2,1,3,2,2,0,2,5,4,4,1,0,2,3,2,5,5,4,8,0,1.89,1.89,0,0,0,0,8.64,3.18,0.449999999999999,0.68,5.68,0.449999999999999,1,1,1,1,1,177,185
"1242",0,-0.06,1,2,1,0,4,0,1,1,2,1,1,0,8,2,1,1,1,4,2,6,3,0,2,0,5,4,1,2,1,4.35,2.46,5.24,0.309999999999999,7.76,3.98,9.21,1.84,6.05,0.920000000000002,8.55,4.47,5,1,2,4,3,177,186
"1243",0,0.14,0,4,1,0,2,2,1,0,1,1,0,2,4,4,3,4,6,1,1,6,1,2,2,1,7,6,4,0,0,1.89,0,1.89,0,5.66,1.89,9.91,3.87,0.0899999999999999,1.37,6.37,1.79,1,0,1,1,2,177,187
"1244",0,-0.13,0,1,1,0,7,2,1,0,2,1,1,3,8,1,2,2,4,3,4,2,2,4,1,2,2,3,2,2,0,0.470000000000001,5.87,5.24,1.42,1.13,0.470000000000001,10.71,0.710000000000001,4.05,1.55,6.55,0.710000000000001,2,4,1,1,1,177,188
"1245",0,0.05,1,5,1,0,2,2,1,1,1,0,1,3,2,2,3,1,3,5,4,0,0,2,1,2,4,4,1,6,1,1.89,0,0,0,1.89,0,8.02,1.98,1.98,0.52,4.48,0.0899999999999999,1,1,1,0,0,177,189
"1246",0,-0.03,0,3,0,0,7,2,1,0,2,1,1,2,2,2,5,4,2,4,2,2,1,5,2,0,6,6,2,0,2,0.470000000000001,3.02,3.02,3.02,5.54,3.98,12.23,4.15,4.15,1.65,2.39,0.109999999999999,2,2,2,1,2,177,190
"1247",0,0.14,0,6,1,0,2,2,1,1,1,0,0,3,8,1,0,0,2,4,2,1,2,4,2,1,1,3,4,6,2,5.36,3.47,3.47,1.2,0.690000000000001,12.82,15.91,5.45,3.18,1.59,7.95,0.91,2,2,2,2,1,177,191
"1248",0,0.07,0,2,1,0,6,4,1,1,1,0,0,2,4,1,1,3,2,4,5,0,0,1,3,1,4,4,1,4,2,4.48,2.59,1.76,0.41,3.65,2.05,11,3,1,2.5,5.5,1,2,1,0,1,1,177,192
"1249",0,0.58,1,3,1,0,6,1,1,1,1,0,1,3,1,1,1,3,4,1,2,3,1,3,4,3,6,5,4,4,2,5.84,0.699999999999999,6.28,0.699999999999999,7.24,3.46,1.32,1.84,1.84,8.82,0.66,7.11,2,0,1,3,2,177,193
"1250",0,0.64,1,1,1,0,4,4,1,0,0,0,1,2,2,3,1,0,1,0,1,1,0,5,1,0,3,3,4,0,4,1.45,0.719999999999999,0.719999999999999,0.719999999999999,1.45,0.719999999999999,6.06,5.31,5.31,1.51,1.51,1.51,3,1,1,0,2,178,184
"1251",0,0.4,0,10,1,0,2,1,1,1,3,2,1,5,3,1,1,0,1,2,5,1,1,1,1,1,0,0,3,1,1,1.76,2.3,0.41,0.41,3.65,2.3,6.37,6.82,3.19,0,0,3.63,1,1,0,0,1,178,185
"1252",1,0.51,0,11,1,0,1,2,1,1,3,1,1,2,3,3,0,3,5,2,1,8,2,1,4,1,0,1,0,5,2,4.22,2.05,4.83,0.719999999999999,4.11,6.28,6.94,1.8,9.69,0.240000000000002,2.87,7.65,5,1,1,3,1,178,186
"1253",0,0.41,1,9,1,0,5,0,1,0,0,1,1,0,1,3,4,2,2,7,0,8,2,3,0,0,2,1,5,7,1,1.76,0.41,1.48,0.41,2.01,0.41,7.64,7.51,3.73,0.690000000000001,0.690000000000001,4.97,1,0,2,0,0,178,187
"1254",0,0.41,1,14,1,0,4,4,1,0,1,1,1,1,3,2,1,0,0,3,5,4,1,5,3,3,3,2,1,5,1,0.34,6.28,4.83,1.83,4.78,1.83,8.44,2.93,7.69,0.870000000000001,0.870000000000001,3.89,2,4,2,0,3,178,188
"1255",0,-0.02,1,8,1,0,1,4,1,1,2,0,1,5,3,1,4,1,1,1,5,2,1,3,1,1,1,1,2,1,0,1.76,0.41,0.41,0.41,1.76,2.3,5.75,5.62,5.62,1.2,1.2,3.09,1,1,0,1,2,178,189
"1256",0,0.01,1,10,1,0,4,4,1,0,3,1,1,4,3,1,6,6,6,2,3,0,0,6,4,1,1,1,3,7,3,0.34,2.61,2.61,2.61,1.89,6.28,9.96,7.79,7.79,0.969999999999999,3.29,3.29,2,2,1,0,0,178,190
"1257",0,0.51,1,7,1,0,1,4,1,1,0,0,1,5,3,0,1,2,2,2,1,1,1,5,4,0,4,2,5,1,1,5.23,3.06,3.06,0.789999999999999,2.96,15.12,13.64,9.09,6.82,2.27,2.27,2.27,2,2,1,1,1,178,191
"1258",0,-0.11,1,11,1,0,3,2,1,1,2,0,1,4,1,0,2,5,6,2,6,2,1,2,5,2,1,1,2,3,1,4.35,2.18,2.17,0,0,4.35,8.73,6.64,2.64,1.82,0.18,2.18,2,1,1,2,3,178,192
"1259",0,0.27,0,10,1,0,3,3,1,1,2,0,1,5,6,0,0,1,0,7,1,5,2,2,2,2,1,0,3,3,1,5.71,1.11,5.87,1.11,3.59,5.76,3.59,1.8,1.8,8.14,5.02,10.29,2,0,2,2,0,178,193
"1260",0,0.38,1,4,1,0,4,0,1,1,2,1,1,0,3,6,2,1,0,3,2,1,2,2,1,0,2,3,8,1,7,2.48,4.61,0.349999999999998,0.349999999999998,3.9,3.9,6.06,3.03,1.51,6.06,5.31,5.31,2,0,1,1,5,179,184
"1261",0,0.41,1,5,1,0,2,3,1,0,1,1,1,3,2,2,2,1,2,1,6,1,1,8,1,1,1,0,1,0,4,2.17,6.19,0.0399999999999991,0.0399999999999991,6.1,2.32,6.37,4.54,3.63,4.55,6.82,3.19,2,0,0,1,2,179,185
"1262",0,0.36,1,6,1,0,1,2,1,0,1,0,0,0,4,6,1,2,4,1,0,6,4,6,4,1,1,1,4,6,5,0.290000000000003,1.84,5.2,0.349999999999998,1.66,1.66,6.94,0.48,2.87,4.31,9.69,0.83,4,2,1,2,4,179,186
"1263",0,0.41,1,4,1,0,5,4,1,1,2,2,1,2,0,0,5,3,3,4,1,6,0,4,0,0,3,1,9,8,4,2.17,4.3,1.85,0.0399999999999991,0.440000000000001,4.21,7.64,5.23,3.09,3.86,7.51,1.85,0,1,2,1,3,179,187
"1264",0,0.46,1,9,1,0,4,0,1,1,3,2,0,3,4,5,0,1,1,0,6,2,3,2,3,3,2,2,3,6,4,3.59,10.17,5.2,1.46,7.23,2.79,8.44,0.649999999999999,0.870000000000001,3.68,7.69,2.93,1,5,2,1,0,179,188
"1265",0,0.13,1,3,1,0,1,0,1,0,0,1,1,3,2,2,5,0,0,2,6,0,1,4,1,1,0,1,6,2,3,2.17,4.3,0.0399999999999991,0.0399999999999991,4.21,2.32,5.75,3.34,1.2,5.75,5.62,3.73,0,2,0,2,1,179,189
"1266",1,0.22,1,5,1,0,4,0,1,1,1,0,1,2,2,2,7,5,5,1,4,2,2,1,4,1,2,1,7,8,6,3.59,1.28,2.98,2.98,0.56,1.66,9.96,5.51,0.969999999999999,3.58,3.53,3.53,1,3,1,1,3,179,190
"1267",0,0.45,1,2,1,0,1,0,1,1,2,1,1,3,4,3,2,1,1,1,0,1,3,2,4,0,3,2,9,2,2,1.3,0.830000000000002,3.43,1.16,5.41,10.5,13.64,6.81,0,6.82,9.09,4.55,1,3,1,0,2,179,191
"1268",0,-0.02,1,6,1,0,3,6,1,0,0,1,1,2,0,3,3,4,5,1,7,0,1,5,5,2,0,1,6,4,2,0.420000000000002,1.71,1.8,0.370000000000001,2.45,0.27,8.73,4.36,4.18,2.73,6.64,4.64,1,0,1,3,0,179,192
"1269",0,0.41,1,5,1,0,3,1,1,0,0,1,1,3,5,3,1,2,1,4,0,3,0,9,2,2,2,0,1,4,2,1.78,5,6.24,0.739999999999998,1.14,1.14,3.59,0.48,5.02,3.59,1.8,3.47,1,1,2,1,3,179,193
"1270",1,0.24,1,10,0,0,1,1,1,1,0,0,0,2,5,1,1,3,2,0,2,1,2,4,0,1,2,2,7,1,3,1.29,0.639999999999997,0.639999999999997,2.56,3.21,0.639999999999997,1.93,1.93,5.04,6.59,5.04,0.390000000000001,3,1,0,3,4,180,184
"1271",0,0.16,0,1,1,0,1,2,1,1,3,2,1,1,0,3,1,3,4,2,2,1,3,2,0,0,1,1,0,2,0,1.6,2.22,0.329999999999998,2.25,5.41,2.22,2.24,0.420000000000002,2.92,5.08,6.55,1.73,1,1,1,3,1,180,185
"1272",0,0.34,0,0,1,0,2,1,1,1,3,1,1,2,6,1,0,0,2,2,4,8,0,0,5,2,1,0,3,4,1,4.06,2.13,4.91,2.56,2.35,6.2,2.81,5.44,9.42,4.84,9.42,5.75,5,1,2,6,3,180,186
"1273",0,-0.4,1,2,0,0,8,3,1,1,0,1,0,4,2,5,4,5,5,7,3,8,4,2,1,1,3,2,8,6,0,1.6,0.329999999999998,1.56,2.25,0.25,0.329999999999998,3.51,0.27,3.46,4.39,7.24,3.07,1,0,1,3,2,180,187
"1274",0,-0.07,1,3,1,0,1,1,1,1,1,1,1,5,6,0,1,3,3,3,2,4,1,4,4,4,2,1,2,4,0,0.18,6.2,4.91,3.67,6.54,1.75,4.31,4.31,7.42,4.21,7.42,1.99,2,4,1,3,1,180,188
"1275",0,-0.27,1,3,1,0,4,1,1,1,2,0,1,1,0,3,4,2,2,1,2,2,3,2,2,0,0,0,5,0,1,1.6,0.329999999999998,0.329999999999998,2.25,3.52,2.22,1.62,1.62,5.35,6.28,5.35,1.19,1,1,1,2,0,180,189
"1276",0,0.13,1,1,1,0,1,1,1,1,3,1,1,0,0,3,6,3,3,2,0,0,2,5,5,2,2,2,6,6,2,0.18,2.69,2.69,0.77,0.130000000000001,6.2,5.83,0.549999999999997,7.52,4.11,3.26,1.39,2,2,2,3,2,180,190
"1277",0,0.13,1,4,0,0,4,1,1,1,0,0,0,1,6,2,1,1,1,2,4,1,1,4,5,1,3,1,8,0,2,5.07,3.14,3.14,1.05,4.72,15.04,9.51,1.85,6.55,7.35,8.82,0.370000000000001,2,2,2,4,1,180,191
